P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,P_TPERI,P_ANGULAR_DISTANCE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_METALLICITY,S_MASS,S_RADIUS,S_TYPE,S_AGE,S_TEMPERATURE,S_LOG_G,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
Kepler-378 c,3.0,,,,28.906009,0.166,,,,,1.09,Kepler-378,294.94859,46.438641,12.485,152.77,,,0.67,,,4661.0,4.65,,0.166,0.166,0.166,0.166,6.8887193,6.8887193,6.8887193,412.74282,412.74282,412.74282,Subterran,0.67,0.18982555,0.34634152,0.84943954,0.43869487,0.80534352,0.46444648,0.80534352,0.42351507,0.80534352,1.1763623,,,0,0,0,0.45704682,0.69502,0.26380241,0.166
Kepler-379 b,3.0,,,,20.09838,0.152,,,,,0.203,Kepler-379,295.7011,38.945831,13.358,747.0,,,1.31,,,6054.0,4.27,,0.152,0.152,0.152,0.152,89.395103,89.395103,89.395103,783.38156,783.38156,783.38156,Superterran,1.31,2.0653845,1.060591,2.4820765,1.3433597,2.3532344,1.4201904,2.3532344,1.2966999,2.3532344,3.8802904,,,0,0,0,0.2866719,1.65908,3.3913851,0.152
Kepler-379 c,3.0,,,,62.784697,0.326,,,,,0.436,Kepler-379,295.7011,38.945831,13.358,747.0,,,1.31,,,6054.0,4.27,,0.326,0.326,0.326,0.32600001,19.434157,19.434157,19.434157,534.91692,534.91692,534.91692,Superterran,1.31,2.0653845,1.060591,2.4820765,1.3433597,2.3532344,1.4201904,2.3532344,1.2966999,2.3532344,3.8802904,,,0,0,0,0.30461839,2.28684,5.8478451,0.326
Kepler-38 b,3.0,122.04595,,,105.599,0.4632,0.032,89.442,,,0.381,Kepler-38,286.83035,42.279205,13.941,1215.78,-0.11,0.94,1.75,G4 V,10.0,5623.0,3.93,0.022710548,0.46343716,0.4483776,0.4780224,0.46325936,12.791529,12.004403,13.644237,481.71712,474.22021,489.64602,Jovian,1.75,2.7430712,1.2544477,2.9682559,1.5889201,2.8141761,1.6804329,2.8141761,1.5338308,2.8141761,4.4717994,1.5226892,0.51436032,0,0,0,0.25197251,4.30464,122.04595,0.4632
Kepler-380 b,3.0,,,,3.930821,0.05,,,,,0.06,Kepler-380,282.39462,48.75914,13.652,833.12,,,1.22,,,6045.0,4.29,,0.05,0.05,0.05,0.050000001,712.28454,712.28454,712.28454,1316.1588,1316.1588,1316.1588,Terran,1.22,1.7807114,0.98533278,2.3064072,1.2480369,2.186684,1.3194254,2.186684,1.2046897,2.186684,3.6029691,,,0,0,0,0.2922566,1.18826,1.8034186,0.05
Kepler-380 c,3.0,,,,7.630004,0.078,,,,,0.0936,Kepler-380,282.39462,48.75914,13.652,833.12,,,1.22,,,6045.0,4.29,,0.078,0.078,0.078,0.078000002,292.6876,292.6876,292.6876,1053.7704,1053.7704,1053.7704,Terran,1.22,1.7807114,0.98533278,2.3064072,1.2480369,2.186684,1.3194254,2.186684,1.2046897,2.186684,3.6029691,,,0,0,0,0.29279668,1.26673,2.1449845,0.078
Kepler-381 b,3.0,,,,5.629021,0.066,,,,,0.245,Kepler-381,285.18279,43.831089,10.421,269.39,,,1.57,,,6152.0,4.12,,0.066,0.066,0.066,0.066000002,726.21529,726.21529,726.21529,1322.5474,1322.5474,1322.5474,Terran,1.57,3.1633938,1.3047525,3.0471787,1.6526136,2.8890029,1.7469937,2.8890029,1.5951873,2.8890029,4.8022017,,,0,0,0,0.29482151,0.98648,0.92556667,0.066
Kepler-381 c,3.0,,,,13.391635,0.117,,,,,0.434,Kepler-381,285.18279,43.831089,10.421,269.39,,,1.57,,,6152.0,4.12,,0.117,0.117,0.117,0.117,231.0902,231.0902,231.0902,993.32255,993.32255,993.32255,Terran,1.57,3.1633938,1.3047525,3.0471787,1.6526136,2.8890029,1.7469937,2.8890029,1.5951873,2.8890029,4.8022017,,,0,0,0,0.29782691,1.121,1.4635061,0.117
Kepler-382 b,3.0,,,,5.262155,0.055,,,,,0.0572,Kepler-382,299.13617,45.869934,14.623,960.89,,,0.94,,,5600.0,4.4,,0.055,0.055,0.055,0.055000001,257.3778,257.3778,257.3778,1020.4405,1020.4405,1020.4405,Terran,0.94,0.77856784,0.6692178,1.584567,0.84765138,1.5023134,0.89649088,1.5023134,0.81826507,1.5023134,2.3823853,,,0,0,0,0.29151947,1.32278,2.3086002,0.055
Kepler-382 c,3.0,,,,12.162701,0.097,,,,,0.101,Kepler-382,299.13617,45.869934,14.623,960.89,,,0.94,,,5600.0,4.4,,0.097,0.097,0.097,0.097000002,82.74714,82.74714,82.74714,768.39257,768.39257,768.39257,Superterran,0.94,0.77856784,0.6692178,1.584567,0.84765138,1.5023134,0.89649088,1.5023134,0.81826507,1.5023134,2.3823853,,,0,0,0,0.29114624,1.59182,3.1612732,0.097
Kepler-383 b,3.0,,,,12.904532,0.095,,,,,0.202,Kepler-383,291.34258,38.363134,15.07,470.0,,,0.67,,,4710.0,4.62,,0.095,0.095,0.095,0.095000002,21.93182,21.93182,21.93182,551.33248,551.33248,551.33248,Terran,0.67,0.19793467,0.35297108,0.8638266,0.44709196,0.81898398,0.47330876,0.81898398,0.43162167,0.81898398,1.201226,,,0,0,0,0.34712674,1.32278,2.3086002,0.095
Kepler-383 c,3.0,,,,31.200751,0.172,,,,,0.366,Kepler-383,291.34258,38.363134,15.07,470.0,,,0.67,,,4710.0,4.62,,0.172,0.172,0.172,0.172,6.6905988,6.6905988,6.6905988,409.74264,409.74264,409.74264,Terran,0.67,0.19793467,0.35297108,0.8638266,0.44709196,0.81898398,0.47330876,0.81898398,0.43162167,0.81898398,1.201226,,,0,0,0,0.4711501,1.24431,2.0809278,0.172
Kepler-384 b,3.0,,,,22.597053,0.148,,,,,0.161,Kepler-384,286.02611,44.782871,13.584,919.44,,,0.88,,,5577.0,4.47,,0.148,0.148,0.148,0.148,30.643131,30.643131,30.643131,599.41581,599.41581,599.41581,Terran,0.88,0.67120714,0.62220018,1.4742516,0.78809793,1.3977243,0.83352448,1.3977243,0.76077856,1.3977243,2.2120353,,,0,0,0,0.33635867,1.121,1.4635061,0.148
Kepler-384 c,3.0,,,,45.348269,0.236,,,,,0.257,Kepler-384,286.02611,44.782871,13.584,919.44,,,0.88,,,5577.0,4.47,,0.236,0.236,0.236,0.23600001,12.051263,12.051263,12.051263,474.68231,474.68231,474.68231,Terran,0.88,0.67120714,0.62220018,1.4742516,0.78809793,1.3977243,0.83352448,1.3977243,0.76077856,1.3977243,2.2120353,,,0,0,0,0.39964841,1.13221,1.5166428,0.236
Kepler-385 b,3.0,,,,10.043686,0.097,,,,,0.0649,Kepler-385,294.33848,50.336544,15.212,1493.94,,,1.13,,,6326.0,4.41,,0.097,0.097,0.097,0.097000002,194.7237,194.7237,194.7237,951.699,951.699,951.699,Neptunian,1.13,1.8321553,0.98257006,2.2872043,1.2445279,2.1684783,1.3154263,2.1684783,1.201249,2.1684783,3.6546426,,,0,0,0,0.22686268,2.73524,7.9252992,0.097
Kepler-385 c,3.0,,,,15.163161,0.127,,,,,0.085,Kepler-385,294.33848,50.336544,15.212,1493.94,,,1.13,,,6326.0,4.41,,0.127,0.127,0.127,0.127,113.59386,113.59386,113.59386,831.7324,831.7324,831.7324,Neptunian,1.13,1.8321553,0.98257006,2.2872043,1.2445279,2.1684783,1.3154263,2.1684783,1.201249,2.1684783,3.6546426,,,0,0,0,0.21893823,3.03791,9.4710941,0.127
Kepler-386 b,3.0,,,,12.31043,0.096,,,,,0.106,Kepler-386,289.85887,48.693855,15.629,904.74,,,0.77,,,5178.0,4.56,,0.096,0.096,0.096,0.096000002,41.435808,41.435808,41.435808,646.38142,646.38142,646.38142,Terran,0.77,0.38187241,0.47975989,1.1520548,0.60768454,1.0922519,0.64297447,1.0922519,0.58664509,1.0922519,1.6684873,,,0,0,0,0.31640895,1.39004,2.511416,0.096
Kepler-386 c,3.0,,,,25.193458,0.155,,,,,0.171,Kepler-386,289.85887,48.693855,15.629,904.74,,,0.77,,,5178.0,4.56,,0.155,0.155,0.155,0.155,15.894793,15.894793,15.894793,508.69636,508.69636,508.69636,Superterran,0.77,0.38187241,0.47975989,1.1520548,0.60768454,1.0922519,0.64297447,1.0922519,0.58664509,1.0922519,1.6684873,,,0,0,0,0.35662039,1.58061,3.123569,0.155
Kepler-387 b,3.0,,,,6.791636,0.068,,,,,0.0829,Kepler-387,287.79818,45.656715,13.987,819.95,,,1.05,,,5774.0,4.35,,0.068,0.068,0.068,0.068000002,237.44145,237.44145,237.44145,1000.0784,1000.0784,1000.0784,Terran,1.05,1.0979293,0.78654277,1.8532676,0.99625402,1.7570661,1.0534857,1.7570661,0.96169215,1.7570661,2.8291173,,,0,0,0,0.29873955,1.03132,1.0854299,0.068
Kepler-387 c,3.0,,,,11.837549,0.098,,,,,0.119,Kepler-387,287.79818,45.656715,13.987,819.95,,,1.05,,,5774.0,4.35,,0.098,0.098,0.098,0.098000002,114.32,114.32,114.32,833.05843,833.05843,833.05843,Terran,1.05,1.0979293,0.78654277,1.8532676,0.99625402,1.7570661,1.0534857,1.7570661,0.96169215,1.7570661,2.8291173,,,0,0,0,0.30383327,0.88559,0.62873346,0.098
Kepler-388 b,3.0,,,,3.173315,0.036,,,,,0.0589,Kepler-388,284.82804,44.60873,14.993,611.32,,,0.59,,,4498.0,4.69,,0.036,0.036,0.036,0.036000001,98.506632,98.506632,98.506632,802.6224,802.6224,802.6224,Terran,0.59,0.1276646,0.2857505,0.7060454,0.36194751,0.66939245,0.38326961,0.66939245,0.349422,0.66939245,0.96471495,,,0,0,0,0.30300731,0.80712,0.45085979,0.036
Kepler-388 c,3.0,,,,13.297004,0.093,,,,,0.152,Kepler-388,284.82804,44.60873,14.993,611.32,,,0.59,,,4498.0,4.69,,0.093,0.093,0.093,0.093000002,14.760619,14.760619,14.760619,499.3684,499.3684,499.3684,Terran,0.59,0.1276646,0.2857505,0.7060454,0.36194751,0.66939245,0.38326961,0.66939245,0.349422,0.66939245,0.96471495,,,0,0,0,0.38044394,0.86317,0.57352358,0.093
Kepler-389 b,3.0,,,,3.244107,0.041,,,,,0.0491,Kepler-389,291.96001,44.900024,15.77,835.65,,,0.79,,,5376.0,4.57,,0.041,0.041,0.041,0.041000001,277.85112,277.85112,277.85112,1040.1547,1040.1547,1040.1547,Superterran,0.79,0.46706774,0.52499088,1.2519028,0.66497302,1.1869173,0.70344299,1.1869173,0.64193763,1.1869173,1.8452436,,,0,0,0,0.28326273,1.51335,2.9012671,0.041
Kepler-389 c,3.0,,,,14.51143,0.11,,,,,0.132,Kepler-389,291.96001,44.900024,15.77,835.65,,,0.79,,,5376.0,4.57,,0.11,0.11,0.11,0.11,38.600639,38.600639,38.600639,635.02896,635.02896,635.02896,Terran,0.79,0.46706774,0.52499088,1.2519028,0.66497302,1.1869173,0.70344299,1.1869173,0.64193763,1.1869173,1.8452436,,,0,0,0,0.31583085,1.4573,2.7211983,0.11
Kepler-39 b,3.0,6388.3429,-413.1764,413.1764,21.08721,0.164,0.112,89.07,99.0,,0.15,Kepler-39,296.96026,46.034298,14.46,1090.44,0.1,1.29,1.4,F7 V,2.1,6350.0,4.4,0.024829894,0.16502861,0.145632,0.182368,0.16425824,106.82996,85.850405,134.62509,817.13016,775.49767,867.81351,Jovian,1.4,2.8552203,1.2248389,2.8499649,1.5513858,2.7020266,1.6397359,2.7020266,1.4974301,2.7020266,4.5622973,5.9001039,0.4406813,0,0,0,0.074576965,13.9004,6388.3429,0.164
Kepler-390 b,3.0,,,,6.738088,0.065,,,,,0.147,Kepler-390,291.62878,41.208603,13.942,440.79,,,0.78,,,5166.0,4.57,,0.065,0.065,0.065,0.065000002,91.890105,91.890105,91.890105,788.79127,788.79127,788.79127,Terran,0.78,0.38823569,0.48403968,1.1628481,0.61310566,1.1024849,0.64871886,1.1024849,0.59187912,1.1024849,1.6823312,,,0,0,0,0.30452031,0.81833,0.47370976,0.065
Kepler-390 c,3.0,,,,13.060022,0.101,,,,,0.229,Kepler-390,291.62878,41.208603,13.942,440.79,,,0.78,,,5166.0,4.57,,0.101,0.101,0.101,0.101,38.058591,38.058591,38.058591,632.78779,632.78779,632.78779,Subterran,0.78,0.38823569,0.48403968,1.1628481,0.61310566,1.1024849,0.64871886,1.1024849,0.59187912,1.1024849,1.6823312,,,0,0,0,0.32369945,0.7847,0.40755892,0.101
Kepler-391 b,3.0,,,,7.416755,0.082,,,,,0.092,Kepler-391,290.62182,51.057304,13.007,891.53,,,3.57,,,4940.0,3.46,,0.082,0.082,0.082,0.082000002,1011.3586,1011.3586,1011.3586,1436.7169,1436.7169,1436.7169,Neptunian,3.57,6.8003752,2.0483374,4.9643494,2.5945244,4.7066474,2.7459244,4.7066474,2.5047347,4.7066474,7.040933,,,0,0,0,0.20318854,3.19485,10.316689,0.082
Kepler-391 c,3.0,,,,20.485435,0.161,,,,,0.181,Kepler-391,290.62182,51.057304,13.007,891.53,,,3.57,,,4940.0,3.46,,0.161,0.161,0.161,0.161,262.35003,262.35003,262.35003,1025.3336,1025.3336,1025.3336,Neptunian,3.57,6.8003752,2.0483374,4.9643494,2.5945244,4.7066474,2.7459244,4.7066474,2.5047347,4.7066474,7.040933,,,0,0,0,0.19435334,3.54236,12.293432,0.161
Kepler-392 b,3.0,,,,5.341853,0.059,,,,,0.0849,Kepler-392,288.66077,43.368084,13.455,695.06,,,1.13,,,5938.0,4.32,,0.059,0.059,0.059,0.059000001,408.60369,408.60369,408.60369,1145.4351,1145.4351,1145.4351,Terran,1.13,1.4223494,0.88638965,2.0799045,1.1227174,1.9719387,1.1870437,1.9719387,1.0837411,1.9719387,3.220082,,,0,0,0,0.29634539,0.99769,0.96382171,0.059
Kepler-392 c,3.0,,,,10.423118,0.093,,,,,0.134,Kepler-392,288.66077,43.368084,13.455,695.06,,,1.13,,,5938.0,4.32,,0.093,0.093,0.093,0.093000002,164.45247,164.45247,164.45247,912.33642,912.33642,912.33642,Terran,1.13,1.4223494,0.88638965,2.0799045,1.1227174,1.9719387,1.1870437,1.9719387,1.0837411,1.9719387,3.220082,,,0,0,0,0.30065153,1.09858,1.3612778,0.093
Kepler-393 b,3.0,,,,9.182417,0.091,,,,,0.101,Kepler-393,290.99526,45.192215,13.223,904.28,,,1.38,,,6189.0,4.23,,0.091,0.091,0.091,0.091000002,302.30544,302.30544,302.30544,1062.3226,1062.3226,1062.3226,Terran,1.38,2.5033914,1.15808,2.7026335,1.4668351,2.5623427,1.5505604,2.5623427,1.4158561,2.5623427,4.2719695,,,0,0,0,0.29190027,1.28915,2.2098374,0.091
Kepler-393 c,3.0,,,,14.613612,0.124,,,,,0.137,Kepler-393,290.99526,45.192215,13.223,904.28,,,1.38,,,6189.0,4.23,,0.124,0.124,0.124,0.124,162.81161,162.81161,162.81161,910.0521,910.0521,910.0521,Terran,1.38,2.5033914,1.15808,2.7026335,1.4668351,2.5623427,1.5505604,2.5623427,1.4158561,2.5623427,4.2719695,,,0,0,0,0.29423522,1.33399,2.3419147,0.124
Kepler-394 b,3.0,,,,8.005013,0.083,,,,,0.076,Kepler-394,296.30195,50.672318,14.79,1091.69,,,1.13,,,6402.0,4.41,,0.083,0.083,0.083,0.083000002,278.96648,278.96648,278.96648,1041.197,1041.197,1041.197,Superterran,1.13,1.9218001,1.0017765,2.3289091,1.2688523,2.2080183,1.341061,2.2080183,1.224713,2.2080183,3.7429832,,,0,0,0,0.27908666,1.60303,3.1991632,0.083
Kepler-394 c,3.0,,,,12.130686,0.11,,,,,0.101,Kepler-394,296.30195,50.672318,14.79,1091.69,,,1.13,,,6402.0,4.41,,0.11,0.11,0.11,0.11,158.82645,158.82645,158.82645,904.43138,904.43138,904.43138,Superterran,1.13,1.9218001,1.0017765,2.3289091,1.2688523,2.2080183,1.341061,2.2080183,1.224713,2.2080183,3.7429832,,,0,0,0,0.28008193,1.65908,3.3913851,0.11
Kepler-395 b,3.0,,,,7.054346,0.061,,,,,0.143,Kepler-395,293.5111,45.136598,15.987,426.34,,,0.56,,,4262.0,4.73,,0.061,0.061,0.061,0.061000002,24.914881,24.914881,24.914881,569.19308,569.19308,569.19308,Terran,0.56,0.092708271,0.24533559,0.61301346,0.31075596,0.58118874,0.32915762,0.58118874,0.29999747,0.58118874,0.8220969,,,0,0,0,0.34737364,1.03132,1.0854299,0.061
Kepler-395 c,3.0,,,,34.989262,0.177,,,,,0.415,Kepler-395,293.5111,45.136598,15.987,426.34,,,0.56,,,4262.0,4.73,,0.177,0.177,0.177,0.177,2.9591839,2.9591839,2.9591839,334.14725,334.14725,334.14725,Terran,0.56,0.092708271,0.24533559,0.61301346,0.31075596,0.58118874,0.32915762,0.58118874,0.29999747,0.58118874,0.8220969,,,0,0,0,0.63655633,1.32278,2.3086002,0.177
Kepler-396 b,3.0,75.643065,-5.7209041,11.759636,42.994,,,,,,,Kepler-396,296.13282,48.977402,11.921,225.19,-0.129,,1.17,,,5384.0,4.32,,,,,,,,,,,,Jovian,1.17,1.0305773,0.77948857,1.8582847,0.98732909,1.7618222,1.0444394,1.7618222,0.95312607,1.7618222,2.7409686,,,0,0,0,,3.49752,75.643065,
Kepler-396 c,3.0,17.798368,-1.271312,2.860452,88.505,,,,,,,Kepler-396,296.13282,48.977402,11.921,225.19,-0.129,,1.17,,,5384.0,4.32,,,,,,,,,,,,Neptunian,1.17,1.0305773,0.77948857,1.8582847,0.98732909,1.7618222,1.0444394,1.7618222,0.95312607,1.7618222,2.7409686,,,0,0,0,,5.30233,17.798368,
Kepler-397 b,3.0,,,,22.250949,0.144,,,,,0.149,Kepler-397,295.89411,42.380451,15.996,969.0,,,0.77,,,5307.0,4.57,,0.144,0.144,0.144,0.144,20.320831,20.320831,20.320831,540.91656,540.91656,540.91656,Superterran,0.77,0.42137275,0.50053515,1.196401,0.63399753,1.1342963,0.6707234,1.1342963,0.61203968,1.1342963,1.7526573,,,0,0,0,0.2934105,2.45499,6.5964694,0.144
Kepler-397 c,3.0,,,,135.49853,0.48,,,,,0.495,Kepler-397,295.89411,42.380451,15.996,969.0,,,0.77,,,5307.0,4.57,,0.48,0.48,0.48,0.48000001,1.8288748,1.8288748,1.8288748,296.2722,296.2722,296.2722,Jovian,0.77,0.42137275,0.50053515,1.196401,0.63399753,1.1342963,0.6707234,1.1342963,0.61203968,1.1342963,1.7526573,,,0,0,0,0.44947496,6.17671,31.595839,0.48
Kepler-398 b,3.0,,,,4.081423,0.044,,,,,0.247,Kepler-398,291.46866,40.343853,13.256,178.27,,,0.61,,,4493.0,4.69,,0.044,0.044,0.044,0.044000001,70.176004,70.176004,70.176004,737.38121,737.38121,737.38121,Terran,0.61,0.13586074,0.29483182,0.72865291,0.37345044,0.69082631,0.39545258,0.69082631,0.36052678,0.69082631,0.99520092,,,0,0,0,0.31229017,0.93043,0.75050199,0.044
Kepler-398 c,3.0,,,,11.419412,0.087,,,,,0.488,Kepler-398,291.46866,40.343853,13.256,178.27,,,0.61,,,4493.0,4.69,,0.087,0.087,0.087,0.087000002,17.949629,17.949629,17.949629,524.39529,524.39529,524.39529,Terran,0.61,0.13586074,0.29483182,0.72865291,0.37345044,0.69082631,0.39545258,0.69082631,0.36052678,0.69082631,0.99520092,,,0,0,0,0.36751562,1.0089,1.0032039,0.087
Kepler-398 d,3.0,,,,6.83437,,,,,,,Kepler-398,291.46866,40.343853,13.256,178.27,,,0.61,,,4493.0,4.69,,,,,,,,,,,,Terran,0.61,0.13586074,0.29483182,0.72865291,0.37345044,0.69082631,0.39545258,0.69082631,0.36052678,0.69082631,0.99520092,,,0,0,0,,0.88559,0.62873346,
Kepler-399 b,3.0,,,,14.425281,0.103,,,,,0.0756,Kepler-399,299.50174,40.670806,14.467,1362.18,,,0.68,,,5502.0,4.62,,0.103,0.103,0.103,0.103,35.7861,35.7861,35.7861,623.1226,623.1226,623.1226,Terran,0.68,0.37965473,0.46997647,1.1161389,0.59528784,1.058201,0.62964664,1.058201,0.57465781,1.058201,1.6636355,,,0,0,0,0.33121229,0.96406,0.85235786,0.103
Kepler-399 c,3.0,,,,26.67569,0.155,,,,,0.114,Kepler-399,299.50174,40.670806,14.467,1362.18,,,0.68,,,5502.0,4.62,,0.155,0.155,0.155,0.155,15.802486,15.802486,15.802486,507.9562,507.9562,507.9562,Terran,0.68,0.37965473,0.46997647,1.1161389,0.59528784,1.058201,0.62964664,1.058201,0.57465781,1.058201,1.6636355,,,0,0,0,0.36438707,1.43488,2.6505029,0.155
Kepler-399 d,3.0,,,,58.034616,0.261,,,,,0.192,Kepler-399,299.50174,40.670806,14.467,1362.18,,,0.68,,,5502.0,4.62,,0.261,0.261,0.261,0.26100001,5.5732407,5.5732407,5.5732407,391.446,391.446,391.446,Superterran,0.68,0.37965473,0.46997647,1.1161389,0.59528784,1.058201,0.62964664,1.058201,0.57465781,1.058201,1.6636355,,,0,0,0,0.46169273,1.89449,4.2482729,0.261
Kepler-4 b,3.0,24.472756,-3.813936,3.813936,3.21346,0.0456,0.0,89.76,,,0.0829,Kepler-4,285.61532,50.135754,12.7,550.0,0.17,1.22,1.49,,4.5,5857.0,4.17,0.0012393417,0.0456,0.0456,0.0456,0.045600001,1125.7252,1125.7252,1125.7252,1475.7168,1475.7168,1475.7168,Neptunian,1.49,2.340788,1.1427215,2.6867156,1.4473953,2.5472507,1.5304309,2.5472507,1.397165,2.5472507,4.1309012,2.4828294,0.49114931,0,0,0,0.17639753,4.00197,24.472756,0.0456
Kepler-40 b,3.0,699.22161,-127.1312,127.1312,6.87349,0.08,0.0,89.7,,,0.0296,Kepler-40,296.81369,47.526608,14.588,2700.0,0.1,1.48,2.13,F5 IV,2.8,6510.0,3.94,0.006232461,0.08,0.08,0.08,0.080000002,1140.7536,1140.7536,1140.7536,1480.6175,1480.6175,1480.6175,Jovian,2.13,7.3008228,1.9402429,4.5030517,2.457509,4.2693043,2.5971599,4.2693043,2.3719815,4.2693043,7.2954095,8.1307237,0.48399226,0,0,0,0.069085881,13.1157,699.22161,0.08
Kepler-400 b,3.0,,,,9.024389,0.087,,,,,0.123,Kepler-400,290.94448,40.480035,13.642,709.0,,,1.15,,,5886.0,4.35,,0.087,0.087,0.087,0.087000002,187.90003,187.90003,187.90003,943.24959,943.24959,943.24959,Superterran,1.15,1.4222153,0.889156,2.0890308,1.1262229,1.9805912,1.1908032,1.9805912,1.0871337,1.9805912,3.2199302,,,0,0,0,0.2793048,1.64787,3.3525722,0.087
Kepler-400 c,3.0,,,,17.340824,0.134,,,,,0.189,Kepler-400,290.94448,40.480035,13.642,709.0,,,1.15,,,5886.0,4.35,,0.134,0.134,0.134,0.134,79.205577,79.205577,79.205577,760.03545,760.03545,760.03545,Terran,1.15,1.4222153,0.889156,2.0890308,1.1262229,1.9805912,1.1908032,1.9805912,1.0871337,1.9805912,3.2199302,,,0,0,0,0.29658219,1.49093,2.8286707,0.134
Kepler-401 b,3.0,,,,14.383035,0.122,,,,,0.123,Kepler-401,290.08275,50.863483,13.312,993.14,,,1.33,,,6117.0,4.25,,0.122,0.122,0.122,0.122,149.08234,149.08234,149.08234,890.22842,890.22842,890.22842,Superterran,1.33,2.2189415,1.0950921,2.5593703,1.3870569,2.4265161,1.466312,2.4265161,1.3388658,2.4265161,4.0219503,,,0,0,0,0.27788566,1.71513,3.5881927,0.122
Kepler-401 c,3.0,,,,47.318218,0.269,,,,,0.271,Kepler-401,290.08275,50.863483,13.312,993.14,,,1.33,,,6117.0,4.25,,0.269,0.269,0.269,0.26900001,30.664881,30.664881,30.664881,599.52215,599.52215,599.52215,Superterran,1.33,2.2189415,1.0950921,2.5593703,1.3870569,2.4265161,1.466312,2.4265161,1.3388658,2.4265161,4.0219503,,,0,0,0,0.28891253,2.15232,5.2758784,0.269
Kepler-401 d,3.0,,,,184.25641,,,,,,,Kepler-401,290.08275,50.863483,13.312,993.14,,,1.33,,,6117.0,4.25,,,,,,,,,,,,Superterran,1.33,2.2189415,1.0950921,2.5593703,1.3870569,2.4265161,1.466312,2.4265161,1.3388658,2.4265161,4.0219503,,,0,0,0,,2.27563,5.7992597,
Kepler-402 b,3.0,,,,4.028751,0.051,,,,,0.0801,Kepler-402,288.37023,43.35461,13.268,636.78,,,1.26,,,6090.0,4.28,,0.051,0.051,0.051,0.051000001,752.24369,752.24369,752.24369,1334.2418,1334.2418,1334.2418,Terran,1.26,1.9565858,1.0300126,2.4086413,1.3046273,2.2836112,1.3792024,2.2836112,1.2593056,2.2836112,3.7767064,,,0,0,0,0.29124413,1.22189,1.9931486,0.051
Kepler-402 c,3.0,,,,6.124821,0.068,,,,,0.107,Kepler-402,288.37023,43.35461,13.268,636.78,,,1.26,,,6090.0,4.28,,0.068,0.068,0.068,0.068000002,423.13708,423.13708,423.13708,1155.4873,1155.4873,1155.4873,Superterran,1.26,1.9565858,1.0300126,2.4086413,1.3046273,2.2836112,1.3792024,2.2836112,1.2593056,2.2836112,3.7767064,,,0,0,0,0.27951359,1.55819,3.0487196,0.068
Kepler-402 d,3.0,,,,8.921099,0.087,,,,,0.137,Kepler-402,288.37023,43.35461,13.268,636.78,,,1.26,,,6090.0,4.28,,0.087,0.087,0.087,0.087000002,258.49991,258.49991,258.49991,1021.5509,1021.5509,1021.5509,Terran,1.26,1.9565858,1.0300126,2.4086413,1.3046273,2.2836112,1.3792024,2.2836112,1.2593056,2.2836112,3.7767064,,,0,0,0,0.28936442,1.37883,2.4771268,0.087
Kepler-402 e,3.0,,,,11.242861,0.102,,,,,0.16,Kepler-402,288.37023,43.35461,13.268,636.78,,,1.26,,,6090.0,4.28,,0.102,0.102,0.102,0.102,188.06092,188.06092,188.06092,943.45144,943.45144,943.45144,Terran,1.26,1.9565858,1.0300126,2.4086413,1.3046273,2.2836112,1.3792024,2.2836112,1.2593056,2.2836112,3.7767064,,,0,0,0,0.28810557,1.4573,2.7211983,0.102
Kepler-403 b,3.0,,,,7.031462,0.076,,,,,0.0883,Kepler-403,289.92146,46.74456,12.805,860.93,,,1.33,,,6090.0,4.27,,0.076,0.076,0.076,0.076000002,377.42782,377.42782,377.42782,1122.9318,1122.9318,1122.9318,Terran,1.33,2.1800231,1.0872355,2.5424547,1.3771066,2.4104785,1.4558247,2.4104785,1.329267,2.4104785,3.9865234,,,0,0,0,0.29208345,1.25552,2.1128564,0.076
Kepler-403 c,3.0,,,,54.280749,0.297,,,,,0.345,Kepler-403,289.92146,46.74456,12.805,860.93,,,1.33,,,6090.0,4.27,,0.297,0.297,0.297,0.29700001,24.714294,24.714294,24.714294,568.04398,568.04398,568.04398,Superterran,1.33,2.1800231,1.0872355,2.5424547,1.3771066,2.4104785,1.4558247,2.4104785,1.329267,2.4104785,3.9865234,,,0,0,0,0.32003855,1.74876,3.7084594,0.297
